Date,SKU,Category,Subcategory,Forecast_Units,Forecast_Revenue,Promotion,is_holiday
2026-01-24,SKU047,Home Decor,Cabinet,15.47,122804.26,0,0
2026-01-24,SKU048,Kitchen,Rug,8.44,11643.4,0,0
2026-01-24,SKU049,Lighting,Organizer,28.39,148291.47,0,0
2026-01-24,SKU050,Storage,Sofa,7.33,6470.34,0,0
2026-01-25,SKU001,Furniture,Chair,15.01,54997.39,0,0
2026-01-25,SKU002,Home Decor,Table,10.89,41443.96,0,0
2026-01-25,SKU003,Kitchen,Cushion,5.67,45803.56,0,0
2026-01-25,SKU004,Lighting,Cookware,4.9,33621.69,0,0
2026-01-25,SKU005,Storage,Lamp,17.68,167840.13,0,0
2026-01-25,SKU006,Furniture,Shelf,7.34,59498.33,0,0
2026-01-25,SKU007,Home Decor,Cabinet,27.99,143143.38,0,0
2026-01-25,SKU008,Kitchen,Rug,17.85,175691.12,0,0
2026-01-25,SKU009,Lighting,Organizer,11.74,27435.09,0,0
2026-01-25,SKU010,Storage,Sofa,18.23,12094.88,0,0
2026-01-25,SKU011,Furniture,Chair,3.19,4608.15,0,0
2026-01-25,SKU012,Home Decor,Table,28.45,249773.08,0,0
2026-01-25,SKU013,Kitchen,Cushion,14.38,82796.88,0,0
2026-01-25,SKU014,Lighting,Cookware,21.92,49774.84,0,0
2026-01-25,SKU015,Storage,Lamp,4.53,28140.9,0,0
2026-01-25,SKU016,Furniture,Shelf,15.25,33044.01,0,0
2026-01-25,SKU017,Home Decor,Cabinet,15.32,129872.54,0,0
2026-01-25,SKU018,Kitchen,Rug,27.94,155776.96,0,0
2026-01-25,SKU019,Lighting,Organizer,17.76,85600.54,0,0
2026-01-25,SKU020,Storage,Sofa,14.71,57332.81,0,0
2026-01-25,SKU021,Furniture,Chair,9.18,70789.55,0,0
2026-01-25,SKU022,Home Decor,Table,11.18,51394.8,0,0
2026-01-25,SKU023,Kitchen,Cushion,16.27,23050.36,0,0
2026-01-25,SKU024,Lighting,Cookware,13.29,23508.28,0,0
2026-01-25,SKU025,Storage,Lamp,3.19,36870.05,0,0
2026-01-25,SKU026,Furniture,Shelf,25.06,274144.87,0,0
2026-01-25,SKU027,Home Decor,Cabinet,28.34,241360.44,0,0
2026-01-25,SKU028,Kitchen,Rug,5.51,19197.34,0,0
2026-01-25,SKU029,Lighting,Organizer,16.71,194545.34,0,0
2026-01-25,SKU030,Storage,Sofa,5.3,49997.6,0,0
2026-01-25,SKU031,Furniture,Chair,19.14,166822.9,0,0
2026-01-25,SKU032,Home Decor,Table,10.32,57921.93,0,0
2026-01-25,SKU033,Kitchen,Cushion,18.38,65396.04,0,0
2026-01-25,SKU034,Lighting,Cookware,20.81,31592.49,0,0
2026-01-25,SKU035,Storage,Lamp,22.96,249579.56,0,0
2026-01-25,SKU036,Furniture,Shelf,5.49,31221.63,0,0
2026-01-25,SKU037,Home Decor,Cabinet,27.41,75306.78,0,0
2026-01-25,SKU038,Kitchen,Rug,8.73,34475.64,0,0
2026-01-25,SKU039,Lighting,Organizer,3.71,26411.3,0,0
2026-01-25,SKU040,Storage,Sofa,15.98,39159.95,0,0
2026-01-25,SKU041,Furniture,Chair,11.82,122180.15,0,0
2026-01-25,SKU042,Home Decor,Table,26.45,243309.05,0,0
2026-01-25,SKU043,Kitchen,Cushion,26.34,230363.58,0,0
2026-01-25,SKU044,Lighting,Cookware,10.5,56828.94,0,0
2026-01-25,SKU045,Storage,Lamp,28.51,218865.0,0,0
2026-01-25,SKU046,Furniture,Shelf,9.42,67593.59,0,0
2026-01-25,SKU047,Home Decor,Cabinet,15.27,121216.62,0,0
2026-01-25,SKU048,Kitchen,Rug,8.39,11574.42,0,0
2026-01-25,SKU049,Lighting,Organizer,28.39,148291.47,0,0
2026-01-25,SKU050,Storage,Sofa,7.33,6470.34,0,0
2026-01-26,SKU001,Furniture,Chair,13.17,48255.54,0,0
2026-01-26,SKU002,Home Decor,Table,9.65,36724.91,0,0
2026-01-26,SKU003,Kitchen,Cushion,5.36,43299.31,0,0
2026-01-26,SKU004,Lighting,Cookware,4.48,30739.83,0,0
2026-01-26,SKU005,Storage,Lamp,16.03,152176.32,0,0
2026-01-26,SKU006,Furniture,Shelf,6.91,56012.74,0,0
2026-01-26,SKU007,Home Decor,Cabinet,23.13,118288.9,0,0
2026-01-26,SKU008,Kitchen,Rug,15.56,153151.48,0,0
2026-01-26,SKU009,Lighting,Organizer,10.43,24373.76,0,0
2026-01-26,SKU010,Storage,Sofa,16.32,10827.67,0,0
2026-01-26,SKU011,Furniture,Chair,2.9,4189.22,0,0
2026-01-26,SKU012,Home Decor,Table,23.44,205788.43,0,0
2026-01-26,SKU013,Kitchen,Cushion,12.97,74678.41,0,0
2026-01-26,SKU014,Lighting,Cookware,19.49,44256.92,0,0
2026-01-26,SKU015,Storage,Lamp,4.14,25718.18,0,0
2026-01-26,SKU016,Furniture,Shelf,13.78,29858.78,0,0
2026-01-26,SKU017,Home Decor,Cabinet,13.77,116732.7,0,0
2026-01-26,SKU018,Kitchen,Rug,23.57,131412.41,0,0
2026-01-26,SKU019,Lighting,Organizer,15.69,75623.45,0,0
2026-01-26,SKU020,Storage,Sofa,13.14,51213.68,0,0
2026-01-26,SKU021,Furniture,Chair,8.31,64080.74,0,0
2026-01-26,SKU022,Home Decor,Table,9.83,45188.8,0,0
2026-01-26,SKU023,Kitchen,Cushion,14.56,20627.73,0,0
2026-01-26,SKU024,Lighting,Cookware,11.89,21031.86,0,0
2026-01-26,SKU025,Storage,Lamp,2.9,33518.23,0,0
2026-01-26,SKU026,Furniture,Shelf,21.16,231480.67,0,0
2026-01-26,SKU027,Home Decor,Cabinet,23.61,201076.93,0,0
2026-01-26,SKU028,Kitchen,Rug,5.11,17803.7,0,0
2026-01-26,SKU029,Lighting,Organizer,15.15,176383.12,0,0
2026-01-26,SKU030,Storage,Sofa,4.9,46224.2,0,0
2026-01-26,SKU031,Furniture,Chair,17.64,153749.01,0,0
2026-01-26,SKU032,Home Decor,Table,9.29,52140.96,0,0
2026-01-26,SKU033,Kitchen,Cushion,16.47,58600.26,0,0
2026-01-26,SKU034,Lighting,Cookware,18.33,27827.51,0,0
2026-01-26,SKU035,Storage,Lamp,20.08,218273.42,0,0
2026-01-26,SKU036,Furniture,Shelf,4.68,26615.16,0,0
2026-01-26,SKU037,Home Decor,Cabinet,22.68,62311.49,0,0
2026-01-26,SKU038,Kitchen,Rug,7.81,30842.47,0,0
2026-01-26,SKU039,Lighting,Organizer,3.38,24062.05,0,0
2026-01-26,SKU040,Storage,Sofa,14.04,34405.86,0,0
2026-01-26,SKU041,Furniture,Chair,10.71,110706.38,0,0
2026-01-26,SKU042,Home Decor,Table,22.6,207893.56,0,0
2026-01-26,SKU043,Kitchen,Cushion,22.69,198441.52,0,0
2026-01-26,SKU044,Lighting,Cookware,9.35,50604.82,0,0
2026-01-26,SKU045,Storage,Lamp,23.54,180711.4,0,0
2026-01-26,SKU046,Furniture,Shelf,8.62,61853.15,0,0
2026-01-26,SKU047,Home Decor,Cabinet,13.86,110023.73,0,0
2026-01-26,SKU048,Kitchen,Rug,8.03,11077.79,0,0
2026-01-26,SKU049,Lighting,Organizer,23.42,122331.33,0,0
2026-01-26,SKU050,Storage,Sofa,6.77,5976.01,0,0
2026-01-27,SKU001,Furniture,Chair,13.05,47815.85,0,0
2026-01-27,SKU002,Home Decor,Table,9.65,36724.91,0,0
2026-01-27,SKU003,Kitchen,Cushion,5.31,42895.4,0,0
2026-01-27,SKU004,Lighting,Cookware,4.48,30739.83,0,0
2026-01-27,SKU005,Storage,Lamp,15.88,150752.33,0,0
2026-01-27,SKU006,Furniture,Shelf,6.97,56499.1,0,0
2026-01-27,SKU007,Home Decor,Cabinet,23.24,118851.45,0,0
2026-01-27,SKU008,Kitchen,Rug,15.43,151871.94,0,0
2026-01-27,SKU009,Lighting,Organizer,10.45,24420.5,0,0
2026-01-27,SKU010,Storage,Sofa,16.19,10741.42,0,0
2026-01-27,SKU011,Furniture,Chair,2.9,4189.22,0,0
2026-01-27,SKU012,Home Decor,Table,23.28,204383.73,0,0
2026-01-27,SKU013,Kitchen,Cushion,12.81,73757.16,0,0
2026-01-27,SKU014,Lighting,Cookware,19.4,44052.55,0,0
2026-01-27,SKU015,Storage,Lamp,4.14,25718.18,0,0
2026-01-27,SKU016,Furniture,Shelf,13.65,29577.09,0,0
2026-01-27,SKU017,Home Decor,Cabinet,13.62,115461.1,0,0
2026-01-27,SKU018,Kitchen,Rug,23.46,130799.12,0,0
2026-01-27,SKU019,Lighting,Organizer,15.52,74804.07,0,0
2026-01-27,SKU020,Storage,Sofa,13.04,50823.92,0,0
2026-01-27,SKU021,Furniture,Chair,8.35,64389.19,0,0
2026-01-27,SKU022,Home Decor,Table,10.15,46659.85,0,0
2026-01-27,SKU023,Kitchen,Cushion,14.66,20769.41,0,0
2026-01-27,SKU024,Lighting,Cookware,11.89,21031.86,0,0
2026-01-27,SKU025,Storage,Lamp,2.9,33518.23,0,0
2026-01-27,SKU026,Furniture,Shelf,20.7,226448.48,0,0
2026-01-27,SKU027,Home Decor,Cabinet,23.26,198096.12,0,0
2026-01-27,SKU028,Kitchen,Rug,5.16,17977.9,0,0
2026-01-27,SKU029,Lighting,Organizer,15.03,174986.02,0,0
2026-01-27,SKU030,Storage,Sofa,4.9,46224.2,0,0
2026-01-27,SKU031,Furniture,Chair,17.69,154184.8,0,0
2026-01-27,SKU032,Home Decor,Table,9.29,52140.96,0,0
2026-01-27,SKU033,Kitchen,Cushion,16.52,58778.16,0,0
2026-01-27,SKU034,Lighting,Cookware,18.69,28374.04,0,0
2026-01-27,SKU035,Storage,Lamp,19.91,216425.48,0,0
2026-01-27,SKU036,Furniture,Shelf,5.0,28435.0,0,0
2026-01-27,SKU037,Home Decor,Cabinet,22.74,62476.33,0,0
2026-01-27,SKU038,Kitchen,Rug,7.77,30684.51,0,0
2026-01-27,SKU039,Lighting,Organizer,3.43,24418.0,0,0
2026-01-27,SKU040,Storage,Sofa,14.19,34773.45,0,0
2026-01-27,SKU041,Furniture,Chair,10.71,110706.38,0,0
2026-01-27,SKU042,Home Decor,Table,22.18,204030.05,0,0
2026-01-27,SKU043,Kitchen,Cushion,22.21,194243.55,0,0
2026-01-27,SKU044,Lighting,Cookware,9.3,50334.2,0,0
2026-01-27,SKU045,Storage,Lamp,23.51,180481.1,0,0
2026-01-27,SKU046,Furniture,Shelf,8.57,61494.38,0,0
2026-01-27,SKU047,Home Decor,Cabinet,13.5,107165.97,0,0
2026-01-27,SKU048,Kitchen,Rug,8.03,11077.79,0,0
2026-01-27,SKU049,Lighting,Organizer,23.46,122540.26,0,0
2026-01-27,SKU050,Storage,Sofa,6.7,5914.22,0,0
2026-01-28,SKU001,Furniture,Chair,13.05,47815.85,0,0
2026-01-28,SKU002,Home Decor,Table,9.69,36877.14,0,0
2026-01-28,SKU003,Kitchen,Cushion,5.36,43299.31,0,0
2026-01-28,SKU004,Lighting,Cookware,4.8,32935.54,0,0
2026-01-28,SKU005,Storage,Lamp,15.88,150752.33,0,0
2026-01-28,SKU006,Furniture,Shelf,6.97,56499.1,0,0
2026-01-28,SKU007,Home Decor,Cabinet,23.96,122533.6,0,0
2026-01-28,SKU008,Kitchen,Rug,15.43,151871.94,0,0
2026-01-28,SKU009,Lighting,Organizer,10.47,24467.24,0,0
2026-01-28,SKU010,Storage,Sofa,16.19,10741.42,0,0
2026-01-28,SKU011,Furniture,Chair,2.9,4189.22,0,0
2026-01-28,SKU012,Home Decor,Table,24.9,218606.31,0,0
2026-01-28,SKU013,Kitchen,Cushion,12.55,72260.14,0,0
2026-01-28,SKU014,Lighting,Cookware,19.14,43462.16,0,0
2026-01-28,SKU015,Storage,Lamp,4.36,27084.84,0,0
2026-01-28,SKU016,Furniture,Shelf,13.65,29577.09,0,0
2026-01-28,SKU017,Home Decor,Cabinet,13.62,115461.1,0,0
2026-01-28,SKU018,Kitchen,Rug,23.63,131746.94,0,0
2026-01-28,SKU019,Lighting,Organizer,15.52,74804.07,0,0
2026-01-28,SKU020,Storage,Sofa,13.04,50823.92,0,0
2026-01-28,SKU021,Furniture,Chair,8.35,64389.19,0,0
2026-01-28,SKU022,Home Decor,Table,10.11,46475.97,0,0
2026-01-28,SKU023,Kitchen,Cushion,14.66,20769.41,0,0
2026-01-28,SKU024,Lighting,Cookware,11.89,21031.86,0,0
2026-01-28,SKU025,Storage,Lamp,2.9,33518.23,0,0
2026-01-28,SKU026,Furniture,Shelf,20.7,226448.48,0,0
2026-01-28,SKU027,Home Decor,Cabinet,23.7,201843.42,0,0
2026-01-28,SKU028,Kitchen,Rug,5.11,17803.7,0,0
2026-01-28,SKU029,Lighting,Organizer,15.28,177896.64,0,0
2026-01-28,SKU030,Storage,Sofa,4.95,46695.87,0,0
2026-01-28,SKU031,Furniture,Chair,17.69,154184.8,0,0
2026-01-28,SKU032,Home Decor,Table,9.25,51916.46,0,0
2026-01-28,SKU033,Kitchen,Cushion,16.96,60343.68,0,0
2026-01-28,SKU034,Lighting,Cookware,18.17,27584.6,0,0
2026-01-28,SKU035,Storage,Lamp,20.15,219034.33,0,0
2026-01-28,SKU036,Furniture,Shelf,5.0,28435.0,0,0
2026-01-28,SKU037,Home Decor,Cabinet,23.8,65388.6,0,0
2026-01-28,SKU038,Kitchen,Rug,7.77,30684.51,0,0
2026-01-28,SKU039,Lighting,Organizer,3.38,24062.05,0,0
2026-01-28,SKU040,Storage,Sofa,14.19,34773.45,0,0
2026-01-28,SKU041,Furniture,Chair,10.68,110396.28,0,0
2026-01-28,SKU042,Home Decor,Table,22.65,208353.5,0,0
2026-01-28,SKU043,Kitchen,Cushion,22.21,194243.55,0,0
2026-01-28,SKU044,Lighting,Cookware,9.46,51200.17,0,0
2026-01-28,SKU045,Storage,Lamp,25.58,196372.03,0,0
2026-01-28,SKU046,Furniture,Shelf,9.12,65440.92,0,0
2026-01-28,SKU047,Home Decor,Cabinet,13.61,108039.17,0,0
2026-01-28,SKU048,Kitchen,Rug,8.03,11077.79,0,0
2026-01-28,SKU049,Lighting,Organizer,24.87,129905.21,0,0
2026-01-28,SKU050,Storage,Sofa,6.66,5878.92,0,0
2026-01-29,SKU001,Furniture,Chair,13.14,48145.62,0,0
2026-01-29,SKU002,Home Decor,Table,9.74,37067.42,0,0
2026-01-29,SKU003,Kitchen,Cushion,5.31,42895.4,0,0
2026-01-29,SKU004,Lighting,Cookware,4.8,32935.54,0,0
2026-01-29,SKU005,Storage,Lamp,15.86,150562.47,0,0
2026-01-29,SKU006,Furniture,Shelf,6.97,56499.1,0,0
2026-01-29,SKU007,Home Decor,Cabinet,23.68,121101.65,0,0
2026-01-29,SKU008,Kitchen,Rug,15.55,153053.05,0,0
2026-01-29,SKU009,Lighting,Organizer,11.07,25869.37,0,0
2026-01-29,SKU010,Storage,Sofa,16.22,10761.32,0,0
2026-01-29,SKU011,Furniture,Chair,2.9,4189.22,0,0
2026-01-29,SKU012,Home Decor,Table,24.87,218342.93,0,0
2026-01-29,SKU013,Kitchen,Cushion,12.67,72951.07,0,0
2026-01-29,SKU014,Lighting,Cookware,19.14,43462.16,0,0
2026-01-29,SKU015,Storage,Lamp,4.36,27084.84,0,0
2026-01-29,SKU016,Furniture,Shelf,13.73,29750.44,0,0
2026-01-29,SKU017,Home Decor,Cabinet,13.67,115884.96,0,0
2026-01-29,SKU018,Kitchen,Rug,23.6,131579.68,0,0
2026-01-29,SKU019,Lighting,Organizer,15.6,75189.66,0,0
2026-01-29,SKU020,Storage,Sofa,13.16,51291.63,0,0
2026-01-29,SKU021,Furniture,Chair,8.35,64389.19,0,0
2026-01-29,SKU022,Home Decor,Table,10.32,47441.35,0,0
2026-01-29,SKU023,Kitchen,Cushion,14.74,20882.75,0,0
2026-01-29,SKU024,Lighting,Cookware,12.07,21350.26,0,0
2026-01-29,SKU025,Storage,Lamp,2.9,33518.23,0,0
2026-01-29,SKU026,Furniture,Shelf,20.7,226448.48,0,0
2026-01-29,SKU027,Home Decor,Cabinet,23.7,201843.42,0,0
2026-01-29,SKU028,Kitchen,Rug,5.11,17803.7,0,0
2026-01-29,SKU029,Lighting,Organizer,15.11,175917.42,0,0
2026-01-29,SKU030,Storage,Sofa,4.9,46224.2,0,0
2026-01-29,SKU031,Furniture,Chair,17.49,152441.62,0,0
2026-01-29,SKU032,Home Decor,Table,9.29,52140.96,0,0
2026-01-29,SKU033,Kitchen,Cushion,17.11,60877.38,0,0
2026-01-29,SKU034,Lighting,Cookware,17.92,27205.07,0,0
2026-01-29,SKU035,Storage,Lamp,20.01,217512.5,0,0
2026-01-29,SKU036,Furniture,Shelf,5.0,28435.0,0,0
2026-01-29,SKU037,Home Decor,Cabinet,23.63,64921.53,0,0
2026-01-29,SKU038,Kitchen,Rug,7.73,30526.54,0,0
2026-01-29,SKU039,Lighting,Organizer,3.38,24062.05,0,0
2026-01-29,SKU040,Storage,Sofa,14.27,34969.49,0,0
2026-01-29,SKU041,Furniture,Chair,11.27,116494.95,0,0
2026-01-29,SKU042,Home Decor,Table,22.5,206973.68,0,0
2026-01-29,SKU043,Kitchen,Cushion,22.21,194243.55,0,0
2026-01-29,SKU044,Lighting,Cookware,9.54,51633.15,0,0
2026-01-29,SKU045,Storage,Lamp,25.46,195450.82,0,0
2026-01-29,SKU046,Furniture,Shelf,9.2,66014.97,0,0
2026-01-29,SKU047,Home Decor,Cabinet,13.68,108594.85,0,0
2026-01-29,SKU048,Kitchen,Rug,8.03,11077.79,0,0
2026-01-29,SKU049,Lighting,Organizer,24.5,127972.56,0,0
2026-01-29,SKU050,Storage,Sofa,6.69,5905.4,0,0
2026-01-30,SKU001,Furniture,Chair,13.18,48292.18,0,0
2026-01-30,SKU002,Home Decor,Table,9.98,37980.79,0,0
2026-01-30,SKU003,Kitchen,Cushion,5.32,42976.18,0,0
2026-01-30,SKU004,Lighting,Cookware,4.81,33004.15,0,0
2026-01-30,SKU005,Storage,Lamp,15.92,151132.06,0,0
2026-01-30,SKU006,Furniture,Shelf,6.98,56580.16,0,0
2026-01-30,SKU007,Home Decor,Cabinet,23.68,121101.65,0,0
2026-01-30,SKU008,Kitchen,Rug,15.7,154529.45,0,0
2026-01-30,SKU009,Lighting,Organizer,11.06,25846.0,0,0
2026-01-30,SKU010,Storage,Sofa,16.33,10834.3,0,0
2026-01-30,SKU011,Furniture,Chair,2.91,4203.67,0,0
2026-01-30,SKU012,Home Decor,Table,24.87,218342.93,0,0
2026-01-30,SKU013,Kitchen,Cushion,12.71,73181.38,0,0
2026-01-30,SKU014,Lighting,Cookware,19.14,43462.16,0,0
2026-01-30,SKU015,Storage,Lamp,4.37,27146.96,0,0
2026-01-30,SKU016,Furniture,Shelf,13.72,29728.77,0,0
2026-01-30,SKU017,Home Decor,Cabinet,13.66,115800.19,0,0
2026-01-30,SKU018,Kitchen,Rug,23.6,131579.68,0,0
2026-01-30,SKU019,Lighting,Organizer,15.73,75816.24,0,0
2026-01-30,SKU020,Storage,Sofa,13.2,51447.53,0,0
2026-01-30,SKU021,Furniture,Chair,8.34,64312.08,0,0
2026-01-30,SKU022,Home Decor,Table,10.36,47625.23,0,0
2026-01-30,SKU023,Kitchen,Cushion,14.73,20868.58,0,0
2026-01-30,SKU024,Lighting,Cookware,12.07,21350.26,0,0
2026-01-30,SKU025,Storage,Lamp,2.91,33633.81,0,0
2026-01-30,SKU026,Furniture,Shelf,20.7,226448.48,0,0
2026-01-30,SKU027,Home Decor,Cabinet,23.7,201843.42,0,0
2026-01-30,SKU028,Kitchen,Rug,5.12,17838.54,0,0
2026-01-30,SKU029,Lighting,Organizer,15.22,177198.09,0,0
2026-01-30,SKU030,Storage,Sofa,4.91,46318.53,0,0
2026-01-30,SKU031,Furniture,Chair,17.6,153400.37,0,0
2026-01-30,SKU032,Home Decor,Table,9.3,52197.09,0,0
2026-01-30,SKU033,Kitchen,Cushion,17.22,61268.76,0,0
2026-01-30,SKU034,Lighting,Cookware,17.86,27113.98,0,0
2026-01-30,SKU035,Storage,Lamp,20.01,217512.5,0,0
2026-01-30,SKU036,Furniture,Shelf,5.01,28491.87,0,0
2026-01-30,SKU037,Home Decor,Cabinet,23.63,64921.53,0,0
2026-01-30,SKU038,Kitchen,Rug,7.72,30487.05,0,0
2026-01-30,SKU039,Lighting,Organizer,3.4,24204.43,0,0
2026-01-30,SKU040,Storage,Sofa,14.4,35288.06,0,0
2026-01-30,SKU041,Furniture,Chair,11.26,116391.58,0,0
2026-01-30,SKU042,Home Decor,Table,22.5,206973.68,0,0
2026-01-30,SKU043,Kitchen,Cushion,22.32,195205.59,0,0
2026-01-30,SKU044,Lighting,Cookware,9.53,51579.03,0,0
2026-01-30,SKU045,Storage,Lamp,25.46,195450.82,0,0
2026-01-30,SKU046,Furniture,Shelf,9.19,65943.21,0,0
2026-01-30,SKU047,Home Decor,Cabinet,13.67,108515.47,0,0
2026-01-30,SKU048,Kitchen,Rug,8.06,11119.17,0,0
2026-01-30,SKU049,Lighting,Organizer,24.5,127972.56,0,0
2026-01-30,SKU050,Storage,Sofa,6.75,5958.36,0,0
